Concept,Rel,Feature,Frequency,
白酒,需要,需要-酿,11.7857142857143,
白酒,有,有-水,9.64285714285714,
白酒,需要,需要-密封,6.42857142857143,
白酒,是,是-无色的,5.35714285714286,
白酒,像,像-白水,5.35714285714286,
白酒,可以,可以-燃烧,4.28571428571429,
白酒,可以,可以-消毒,4.28571428571429,
白酒,是,是-度数高的,4.28571428571429,
白酒,是,是-辣的,4.28571428571429,
白酒,是,是-透明的,4.28571428571429,
白酒,是,是-香的,4.28571428571429,
白酒,是,是-饮料,4.28571428571429,
白酒,需要,需要-保存,4.28571428571429,
白酒,需要,需要-发酵,4.28571428571429,
白酒,像,像-啤酒,3.21428571428571,
白酒,需要,需要-蒸馏,3.21428571428571,
白酒,需要,需要-制造,3.21428571428571,
白酒,有,有-多种种类,3.21428571428571,
白酒,有,有-糖,3.21428571428571,
白酒,可以,可以-喝酒,2.14285714285714,
白酒,可以,可以-喝醉,2.14285714285714,
白酒,可以,可以-送礼,2.14285714285714,
白酒,是,是-白色的,2.14285714285714,
白酒,是,是-流动的,2.14285714285714,
白酒,是,是-易醉的,2.14285714285714,
白酒,需要,需要-买,2.14285714285714,
白酒,需要,需要-水,2.14285714285714,
白酒,有,有-度数,2.14285714285714,
白酒,有,有-味道,2.14285714285714,
白萝卜,是,是-蔬菜,24,
白萝卜,可以,可以-食用,17,
白萝卜,有,有-叶子,17,
白萝卜,是,是-白色的,15,
白萝卜,需要,需要-水,15,
白萝卜,是,是-食物,12,
白萝卜,像,像-胡罗卜,12,
白萝卜,需要,需要-阳光,12,
白萝卜,需要,需要-空气,10,
白萝卜,需要,需要-土,10,
白萝卜,是,是-植物,9,
白萝卜,需要,需要-种植,9,
白萝卜,是,是-萝卜,6,
白萝卜,有,有-根,6,
白萝卜,可以,可以-煲汤,4,
白萝卜,可以,可以-炒,4,
白萝卜,需要,需要-拔,4,
白萝卜,需要,需要-清洗,4,
白萝卜,有,有-皮,4,
白萝卜,有,有-水,4,
白萝卜,可以,可以-腌制,3,
白萝卜,是,是-脆的,3,
白萝卜,是,是-根茎,3,
白萝卜,是,是-绿色的,3,
白萝卜,像,像-胡巴,3,
白萝卜,有,有-汁水,3,
白萝卜,可以,可以-凉拌,2,
白萝卜,可以,可以-生吃,2,
白萝卜,是,是-药,2,
白萝卜,像,像-棒球棒,2,
白萝卜,像,像-红薯,2,
白萝卜,像,像-人参,2,
白萝卜,需要,需要-采摘,2,
白萝卜,需要,需要-肥料,2,
白萝卜,需要,需要-浇水,2,
白萝卜,需要,需要-营养,2,
白萝卜,需要,需要-煮,2,
白萝卜,有,有-多种型号,2,
白萝卜,有,有-果肉,2,
白萝卜,有,有-味道,2,
白萝卜,有,有-细胞,2,
白萝卜,有,有-营养,2,
白皮松,是,是-植物,17,
白皮松,需要,需要-水,16,
白皮松,是,是-树,15,
白皮松,有,有-树干,12,
白皮松,是,是-松树,11,
白皮松,需要,需要-阳光,10,
白皮松,可以,可以-观赏,9,
白皮松,需要,需要-土,9,
白皮松,有,有-树叶,9,
白皮松,有,有-叶子,9,
白皮松,像,像-松树,8,
白皮松,需要,需要-空气,8,
白皮松,是,是-白色的,7,
白皮松,是,是-乔木,7,
白皮松,有,有-根,7,
白皮松,有,有-树枝,6,
白皮松,是,是-松科,5,
白皮松,需要,需要-肥料,5,
白皮松,有,有-树皮,5,
白皮松,是,是-高的,4,
白皮松,像,像-伞,4,
白皮松,需要,需要-保护,4,
白皮松,需要,需要-浇水,4,
白皮松,需要,需要-营养,4,
白皮松,可以,可以-净化空气,3,
白皮松,可以,可以-绿化,3,
白皮松,是,是-大的,3,
白皮松,需要,需要-种植,3,
白皮松,可以,可以-播种,2,
白皮松,可以,可以-结果,2,
白皮松,是,是-高大的,2,
白皮松,是,是-绿色的,2,
白皮松,是,是-中国特有的,2,
白皮松,像,像-木棍,2,
白皮松,像,像-士兵,2,
白皮松,像,像-杨树,2,
白皮松,像,像-针,2,
白皮松,需要,需要-光,2,
白皮松,需要,需要-泥土,2,
白皮松,有,有-果实,2,
白皮松,有,有-茎,2,
白皮松,有,有-树根,2,
白皮松,有,有-枝干,2,
白砂糖,是,是-甜的,16.551724137931,
白砂糖,可以,可以-调味,12.4137931034483,
白砂糖,是,是-调料,12.4137931034483,
白砂糖,是,是-白色的,11.3793103448276,
白砂糖,像,像-盐,11.3793103448276,
白砂糖,可以,可以-食用,10.3448275862069,
白砂糖,是,是-食物,8.27586206896552,
白砂糖,像,像-沙,8.27586206896552,
白砂糖,有,有-颗粒,5.17241379310345,
白砂糖,是,是-糖,4.13793103448276,
白砂糖,需要,需要-干燥,4.13793103448276,
白砂糖,是,是-透明的,3.10344827586207,
白砂糖,需要,需要-买,3.10344827586207,
白砂糖,有,有-味道,3.10344827586207,
白砂糖,有,有-颜色,3.10344827586207,
白砂糖,可以,可以-买卖,2.06896551724138,
白砂糖,是,是-颗粒的,2.06896551724138,
白砂糖,是,是-颗粒状,2.06896551724138,
白砂糖,像,像-玻璃,2.06896551724138,
白砂糖,像,像-水晶,2.06896551724138,
白砂糖,像,像-雪,2.06896551724138,
白砂糖,需要,需要-适量,2.06896551724138,
白砂糖,需要,需要-提炼,2.06896551724138,
白砂糖,需要,需要-制造,2.06896551724138,
白砂糖,有,有-糖,2.06896551724138,
白水,可以,可以-饮用,22.5,
白水,是,是-水,15,
白水,是,是-液体,13.9285714285714,
白水,是,是-无味的,11.7857142857143,
白水,是,是-无色的,10.7142857142857,
白水,有,有-矿物质,9.64285714285714,
白水,可以,可以-解渴,8.57142857142857,
白水,是,是-透明的,8.57142857142857,
白水,有,有-水,6.42857142857143,
白水,像,像-水,5.35714285714286,
白水,可以,可以-过滤,4.28571428571429,
白水,可以,可以-浇花,4.28571428571429,
白水,像,像-白酒,4.28571428571429,
白水,有,有-氢元素,4.28571428571429,
白水,是,是-流动的,3.21428571428571,
白水,像,像-酒,3.21428571428571,
白水,需要,需要-保护,3.21428571428571,
白水,需要,需要-烧开,3.21428571428571,
白水,可以,可以-炒菜,2.14285714285714,
白水,可以,可以-浇水,2.14285714285714,
白水,可以,可以-洗东西,2.14285714285714,
白水,可以,可以-洗脸,2.14285714285714,
白水,是,是-冷的,2.14285714285714,
白水,是,是-自然的,2.14285714285714,
白水,像,像-海水,2.14285714285714,
白水,像,像-矿泉水,2.14285714285714,
白水,像,像-雨水,2.14285714285714,
白水,需要,需要-节约,2.14285714285714,
白水,需要,需要-水,2.14285714285714,
白水,需要,需要-循环利用,2.14285714285714,
白水,需要,需要-蒸馏,2.14285714285714,
白水,有,有-微生物,2.14285714285714,
白水,有,有-温度,2.14285714285714,
白水,有,有-氧气,2.14285714285714,
白水,有,有-氧元素,2.14285714285714,
白水,有,有-氧原子,2.14285714285714,
白水,有,有-液体,2.14285714285714,
白糖,是,是-甜的,21,
白糖,是,是-食物,13,
白糖,是,是-调料,13,
白糖,像,像-盐,13,
白糖,是,是-白色的,12,
白糖,可以,可以-调味,11,
白糖,可以,可以-食用,10,
白糖,是,是-颗粒的,8,
白糖,需要,需要-甘蔗,6,
白糖,需要,需要-制造,6,
白糖,需要,需要-水,5,
白糖,是,是-糖,4,
白糖,像,像-沙,4,
白糖,像,像-雪,4,
白糖,需要,需要-保存,4,
白糖,需要,需要-加工,4,
白糖,有,有-颗粒,4,
白糖,有,有-糖,4,
白糖,有,有-味道,4,
白糖,有,有-颜色,4,
白糖,有,有-营养,4,
白糖,可以,可以-冲泡,3,
白糖,可以,可以-泡水,3,
白糖,是,是-固体,3,
白糖,像,像-水晶,3,
白糖,需要,需要-干燥,3,
白糖,可以,可以-溶解,2,
白糖,可以,可以-饮用,2,
白糖,其他,其他-会长胖,2,
白糖,是,是-填的,2,
白糖,是,是-蔗糖,2,
白糖,像,像-冰糖,2,
白糖,像,像-红糖,2,
白糖,像,像-味精,2,
白糖,像,像-钻石,2,
白糖,需要,需要-甜菜,2,
白糖,有,有-果糖,2,
白杨,是,是-树,20,
白杨,有,有-树干,14,
白杨,需要,需要-水,13,
白杨,是,是-高的,12,
白杨,是,是-植物,10,
白杨,需要,需要-土,10,
白杨,需要,需要-阳光,10,
白杨,有,有-树叶,10,
白杨,有,有-叶子,10,
白杨,需要,需要-浇水,8,
白杨,可以,可以-挡风,7,
白杨,是,是-大的,7,
白杨,有,有-根,7,
白杨,有,有-树枝,6,
白杨,是,是-绿色的,5,
白杨,像,像-电线杆,5,
白杨,可以,可以-观赏,4,
白杨,是,是-直的,4,
白杨,需要,需要-空气,4,
白杨,需要,需要-种植,4,
白杨,可以,可以-乘凉,3,
白杨,可以,可以-固沙,3,
白杨,可以,可以-绿化,3,
白杨,是,是-杨树,3,
白杨,像,像-哨兵,3,
白杨,像,像-士兵,3,
白杨,需要,需要-晒,3,
白杨,有,有-茎,3,
白杨,有,有-树根,3,
白杨,有,有-杨絮,3,
白杨,有,有-枝干,3,
白杨,可以,可以-防沙,2,
白杨,可以,可以-美化环境,2,
白杨,是,是-白色的,2,
白杨,是,是-高大的,2,
白杨,是,是-药,2,
白杨,像,像-军人,2,
白杨,需要,需要-呼吸,2,
白杨,需要,需要-修剪,2,
白杨,需要,需要-营养,2,
白杨,有,有-多种种类,2,
白杨,有,有-树皮,2,
白杨,有,有-颜色,2,
白杨,有,有-种子,2,
白蚁,是,是-蚂蚁,23,
白蚁,是,是-虫,21,
白蚁,需要,需要-食物,19,
白蚁,是,是-昆虫,15,
白蚁,是,是-动物,14,
白蚁,需要,需要-水,11,
白蚁,有,有-触角,10,
白蚁,需要,需要-空气,9,
白蚁,是,是-白色的,8,
白蚁,是,是-有害的,7,
白蚁,可以,可以-爬,6,
白蚁,有,有-眼睛,6,
白蚁,有,有-嘴巴,6,
白蚁,有,有-蚁后,5,
白蚁,可以,可以-繁衍,4,
白蚁,需要,需要-木头,4,
白蚁,有,有-脚,4,
白蚁,有,有-头,4,
白蚁,有,有-腿,4,
白蚁,可以,可以-搬家,3,
白蚁,可以,可以-分泌蚁酸,3,
白蚁,是,是-群居的,3,
白蚁,是,是-蚁类,3,
白蚁,需要,需要-消灭,3,
白蚁,有,有-翅膀,3,
白蚁,有,有-工蚁,3,
白蚁,可以,可以-飞,2,
白蚁,是,是-节肢类,2,
白蚁,是,是-生物,2,
白蚁,是,是-小的,2,
白蚁,像,像-大米,2,
白蚁,需要,需要-保护,2,
白蚁,需要,需要-呼吸,2,
白蚁,需要,需要-睡觉,2,
白蚁,需要,需要-土,2,
白蚁,需要,需要-休息,2,
白蚁,需要,需要-阳光,2,
白蚁,有,有-兵蚁,2,
白蚁,有,有-多种种类,2,
白蚁,有,有-身体,2,
白蚁,有,有-颜色,2,
白银,是,是-金属,19.6875,
白银,有,有-价值,10.3125,
白银,是,是-白色的,8.4375,
白银,是,是-贵的,6.5625,
白银,是,是-货币,6.5625,
白银,像,像-石头,6.5625,
白银,需要,需要-开采,6.5625,
白银,是,是-银色的,5.625,
白银,是,是-硬的,5.625,
白银,可以,可以-买卖,4.6875,
白银,像,像-黄金,4.6875,
白银,需要,需要-加工,4.6875,
白银,是,是-钱,3.75,
白银,是,是-银,3.75,
白银,需要,需要-保存,3.75,
白银,需要,需要-保养,3.75,
白银,需要,需要-买,3.75,
白银,需要,需要-提纯,3.75,
白银,需要,需要-制造,3.75,
白银,有,有-颜色,3.75,
白银,有,有-重量,3.75,
白银,可以,可以-换钱,2.8125,
白银,可以,可以-买,2.8125,
白银,可以,可以-收藏,2.8125,
白银,像,像-铂金,2.8125,
白银,像,像-元宝,2.8125,
白银,像,像-纸币,2.8125,
白银,有,有-银,2.8125,
白银,可以,可以-加工,1.875,
白银,可以,可以-流通,1.875,
白银,其他,其他-贵金属,1.875,
白银,是,是-贵重的,1.875,
白银,是,是-坚硬的,1.875,
白银,是,是-饰品,1.875,
白银,是,是-值钱的,1.875,
白银,像,像-金子,1.875,
白银,像,像-水银,1.875,
白银,像,像-铁,1.875,
白银,像,像-雪,1.875,
白银,需要,需要-提炼,1.875,
白银,需要,需要-挖,1.875,
白银,需要,需要-铸造,1.875,
白银,有,有-多种形状,1.875,
白银,有,有-光泽,1.875,
白银,有,有-碎银,1.875,
白粥,是,是-食物,20,
白粥,有,有-水,17,
白粥,是,是-白色的,15,
白粥,可以,可以-食用,13,
白粥,有,有-米,13,
白粥,可以,可以-饮用,11,
白粥,有,有-大米,10,
白粥,需要,需要-煮,7,
白粥,需要,需要-水,6,
白粥,可以,可以-充饥,5,
白粥,可以,可以-养胃,5,
白粥,是,是-粥,5,
白粥,是,是-主食,5,
白粥,需要,需要-熬,5,
白粥,有,有-营养,5,
白粥,是,是-早餐,4,
白粥,是,是-粘稠的,4,
白粥,是,是-米,3,
白粥,是,是-稀饭,3,
白粥,是,是-早上的,3,
白粥,像,像-稀饭,3,
白粥,像,像-雪,3,
白粥,有,有-米饭,3,
白粥,有,有-汤,3,
白粥,可以,可以-果腹,2,
白粥,可以,可以-解渴,2,
白粥,是,是-饭,2,
白粥,是,是-软的,2,
白粥,是,是-无味的,2,
白粥,像,像-白水,2,
白粥,像,像-豆浆,2,
白粥,像,像-浆糊,2,
白粥,像,像-米饭,2,
白粥,像,像-米糊,2,
白粥,像,像-牛奶,2,
白粥,像,像-呕吐物,2,
白粥,像,像-水,2,
白粥,像,像-汤,2,
白粥,像,像-盐,2,
白粥,需要,需要-锅,2,
白粥,需要,需要-米,2,
白粥,需要,需要-烹饪,2,
白粥,需要,需要-容器,2,
白粥,需要,需要-制造,2,
白粥,有,有-盐,2,
百合,是,是-花,22,
百合,是,是-植物,18,
百合,可以,可以-观赏,17,
百合,需要,需要-水,14,
百合,是,是-白色的,13,
百合,有,有-花瓣,13,
百合,是,是-香的,11,
百合,有,有-花蕊,9,
百合,需要,需要-阳光,8,
百合,可以,可以-食用,6,
百合,可以,可以-送礼,5,
百合,需要,需要-浇水,5,
百合,需要,需要-种植,5,
百合,有,有-叶子,5,
百合,需要,需要-土,4,
百合,有,有-根,4,
百合,有,有-茎,4,
百合,是,是-纯洁的,3,
百合,像,像-大蒜,3,
百合,像,像-玫瑰,3,
百合,需要,需要-肥料,3,
百合,需要,需要-空气,3,
百合,需要,需要-营养,3,
百合,有,有-枝干,3,
百合,可以,可以-煲汤,2,
百合,可以,可以-清新空气,2,
百合,是,是-粉红色的,2,
百合,是,是-食物,2,
百合,是,是-药,2,
百合,像,像-喇叭,2,
百合,像,像-萱草,2,
百合,需要,需要-保护,2,
百合,有,有-多种颜色,2,
百合,有,有-花骨朵,2,
百科全书,是,是-书,23.2258064516129,
百科全书,有,有-知识,17.4193548387097,
百科全书,像,像-字典,9.67741935483871,
百科全书,有,有-文字,7.74193548387097,
百科全书,是,是-纸,6.7741935483871,
百科全书,可以,可以-看,5.80645161290323,
百科全书,可以,可以-学习,5.80645161290323,
百科全书,是,是-工具,5.80645161290323,
百科全书,像,像-砖头,5.80645161290323,
百科全书,可以,可以-查阅,4.83870967741935,
百科全书,可以,可以-买卖,4.83870967741935,
百科全书,有,有-内容,4.83870967741935,
百科全书,有,有-字,4.83870967741935,
百科全书,像,像-词典,3.87096774193548,
百科全书,有,有-封面,3.87096774193548,
百科全书,有,有-图像,3.87096774193548,
百科全书,可以,可以-查资料,2.90322580645161,
百科全书,是,是-厚的,2.90322580645161,
百科全书,需要,需要-保护,2.90322580645161,
百科全书,需要,需要-买,2.90322580645161,
百科全书,需要,需要-阅读,2.90322580645161,
百科全书,需要,需要-制造,2.90322580645161,
百科全书,可以,可以-读,1.93548387096774,
百科全书,可以,可以-翻阅,1.93548387096774,
百科全书,其他,其他-很厚,1.93548387096774,
百科全书,是,是-丰富的,1.93548387096774,
百科全书,是,是-书籍,1.93548387096774,
百科全书,像,像-百度百科,1.93548387096774,
百科全书,需要,需要-编写,1.93548387096774,
百科全书,需要,需要-出版,1.93548387096774,
百科全书,需要,需要-排版,1.93548387096774,
百科全书,需要,需要-收藏,1.93548387096774,
百科全书,需要,需要-校对,1.93548387096774,
百科全书,需要,需要-知识,1.93548387096774,
百科全书,有,有-目录,1.93548387096774,
百科全书,有,有-页码,1.93548387096774,
百科全书,有,有-智慧,1.93548387096774,
百事可乐,可以,可以-饮用,27,
百事可乐,是,是-饮料,18,
百事可乐,有,有-气泡,13,
百事可乐,像,像-可乐,9,
百事可乐,有,有-糖,9,
百事可乐,可以,可以-解渴,7,
百事可乐,是,是-黑色的,7,
百事可乐,是,是-碳酸饮料,7,
百事可乐,是,是-甜的,7,
百事可乐,是,是-饮品,7,
百事可乐,是,是-液体,4,
百事可乐,有,有-包装,4,
百事可乐,有,有-碳酸,4,
百事可乐,可以,可以-买卖,3,
百事可乐,是,是-好喝的,3,
百事可乐,是,是-汽水,3,
百事可乐,是,是-棕色的,3,
百事可乐,像,像-酸梅汤,3,
百事可乐,像,像-中药,3,
百事可乐,需要,需要-密封,3,
百事可乐,需要,需要-少喝,3,
百事可乐,有,有-颜色,3,
百事可乐,可以,可以-冒气,2,
百事可乐,是,是-品牌,2,
百事可乐,是,是-瓶装的,2,
百事可乐,是,是-水,2,
百事可乐,像,像-醋,2,
百事可乐,像,像-果汁,2,
百事可乐,像,像-咖啡,2,
百事可乐,像,像-气泡水,2,
百事可乐,像,像-雪碧,2,
百事可乐,像,像-药,2,
百事可乐,需要,需要-冷藏,2,
百事可乐,需要,需要-买卖,2,
百事可乐,需要,需要-配方,2,
百事可乐,需要,需要-糖,2,
百事可乐,需要,需要-制造,2,
百事可乐,有,有-logo,2,
百事可乐,有,有-多种品牌,2,
百事可乐,有,有-二氧化碳,2,
百事可乐,有,有-泡泡,2,
百事可乐,有,有-瓶子,2,
百事可乐,有,有-添加剂,2,
百香果,是,是-水果,25,
百香果,有,有-籽,15,
百香果,可以,可以-食用,12,
百香果,可以,可以-泡水,11,
百香果,是,是-酸的,10,
百香果,需要,需要-水,9,
百香果,是,是-食物,8,
百香果,是,是-甜的,8,
百香果,需要,需要-阳光,8,
百香果,可以,可以-饮用,7,
百香果,像,像-石榴,7,
百香果,有,有-果肉,6,
百香果,有,有-壳,6,
百香果,是,是-圆形,5,
百香果,需要,需要-空气,5,
百香果,有,有-果皮,5,
百香果,有,有-皮,5,
百香果,是,是-香的,4,
百香果,是,是-植物,4,
百香果,需要,需要-采摘,4,
百香果,需要,需要-切,4,
百香果,需要,需要-土,4,
百香果,有,有-果汁,4,
百香果,有,有-种子,4,
百香果,可以,可以-泡茶,3,
百香果,是,是-红色的,3,
百香果,是,是-黄色的,3,
百香果,像,像-猕猴桃,3,
百香果,像,像-球,3,
百香果,需要,需要-种植,3,
百香果,有,有-维生素,3,
百香果,有,有-汁水,3,
百香果,其他,其他-果汁之王,2,
百香果,是,是-好吃的,2,
百香果,是,是-好喝的,2,
百香果,是,是-黑色的,2,
百香果,是,是-绿色的,2,
百香果,是,是-紫色的,2,
百香果,像,像-火龙果,2,
百香果,像,像-鸡蛋,2,
百香果,像,像-橘子,2,
百香果,像,像-苹果,2,
百香果,像,像-山竹,2,
百香果,需要,需要-剥开,2,
百香果,需要,需要-加工,2,
百香果,需要,需要-去皮,2,
百香果,需要,需要-温度,2,
百香果,需要,需要-营养,2,
百香果,有,有-根,2,
百香果,有,有-果实,2,
百香果,有,有-叶子,2,
百香果,有,有-营养,2,
柏树,是,是-植物,22.5,
柏树,需要,需要-水,19.2857142857143,
柏树,需要,需要-阳光,19.2857142857143,
柏树,需要,需要-空气,15,
柏树,有,有-树叶,15,
柏树,有,有-根,13.9285714285714,
柏树,是,是-绿色的,12.8571428571429,
柏树,是,是-树,12.8571428571429,
柏树,有,有-树干,11.7857142857143,
柏树,有,有-树枝,11.7857142857143,
柏树,可以,可以-观赏,9.64285714285714,
柏树,有,有-树根,9.64285714285714,
柏树,有,有-叶子,9.64285714285714,
柏树,像,像-松树,8.57142857142857,
柏树,需要,需要-土,7.5,
柏树,可以,可以-净化空气,6.42857142857143,
柏树,是,是-常绿的,5.35714285714286,
柏树,是,是-乔木,5.35714285714286,
柏树,像,像-伞,5.35714285714286,
柏树,有,有-枝干,5.35714285714286,
柏树,可以,可以-绿化,4.28571428571429,
柏树,是,是-高的,4.28571428571429,
柏树,像,像-士兵,4.28571428571429,
柏树,需要,需要-肥料,4.28571428571429,
柏树,有,有-树皮,4.28571428571429,
柏树,可以,可以-光合作用,3.21428571428571,
柏树,可以,可以-美化环境,3.21428571428571,
